paperID;studyID;publicationYear;rct;effectID;nFemale;nMale;nGenderReported;journal;doiPublication;locationWhereConducted;latitudeUniversity;country;h5indexGSJournalMarch2016;citationsGSMarch2016;firstDatabaseHit;direction;focalVariable;useMA;reportedOverallN;focalGroupComparison;linkToBivariateCorrelations;F;logRegB;b;t;r;chiSq;beta;waldchisq;df1;df2;nWarm;nCold;nControl;nInt2;nInt3;nInt4;nInt5;mWarm;mCold;mControl;sdWarm;sdCold;sdControl;nItems;sampleType;pReported;design;activePassiveControl;dReported;etaSq;published;effectTypeNeitherCompensatoryPrimingBoth;physicalTemperatureManipulation;physicalTemperatureManipulationElisa;physicalTemperatureManipulationBill;physicalTemperatureManipulationBastien;visualVerbalTemperaturePrime;visualVerbalTemperaturePrimeElisa;visualVerbalTemperaturePrimeBill;visualVerbalTemperaturePrimeBastien;outsideTemperature;outsideTemperatureElisa;outsideTemperatureBill;outsideTemperatureBastien;temperatureEstimate;temperatureEstimateElisa;temperatureEstimateBill;temperatureEstimateBastien;subjectiveWarmthJudgment;subjectiveWarmthJudgmentElisa;subjectiveWarmthJudgmentBill;subjectiveWarmthJudgmentBastien;coreTemperatureMeasurement;coreTemperatureMeasurementElisa;coreTemperatureMeasurementBill;coreTemperatureMeasurementBastien;skinTemperatureMeasurement;skinTemperatureMeasurementElisa;skinTemperatureMeasurementBill;skinTemperatureMeasurementBastien;skinLocation;moderatedEffect;moderatedEffectElisa;designFeaturesPrimingCompensatoryElisa;designFeaturesPrimingCompensatoryBill;designFeaturesPrimingCompensatoryBastien;categoryEmotion;categoryEmotionElisa;categoryEmotionBill;categoryEmotionBastien;categoryInterpersonal;categoryInterpersonalElisa;categoryInterpersonalBill;categoryInterpersonalBastien;categoryPersonPerception;categoryPersonPerceptionElisa;categoryPersonPerceptionBill;categoryPersonPerceptionBastien;categoryGroupProcesses;categoryGroupProcessesElisa;categoryGroupProcessesBill;categoryGroupProcessesBastien;categoryRobotics;categoryRoboticsElisa;categoryRoboticsBill;categoryRoboticsBastien;categoryMoralJudgment;categoryMoralJudgmentElisa;categoryMoralJudgmentBill;categoryMoralJudgmentBastien;categorySelfRegulation;categorySelfRegulationElisa;categorySelfRegulationBill;categorySelfRegulationBastien;categoryCognitiveProcesses;categoryCognitiveProcessesElisa;categoryCognitiveProcessesBill;categoryCognitiveProcessesBastien;categoryJudgmentAndDecisionMaking;categoryJudgmentAndDecisionMakingElisa;categoryJudgmentAndDecisionMakingBill;categoryJudgmentAndDecisionMakingBastien;categoryNeuralMechanisms;categoryNeuralMechanismsElisa;categoryNeuralMechanismsBill;categoryNeuralMechanismsBastien;positiveNegativeAffect;moderationAttachment;attachmentMeasure;socialThermoregulationAttachment;sourceTargetDirectionalityElisa;sourceTargetDirectionalityBill;sourceTargetDirectionalityBastien;nvTestsAwareness;nvLackIntention;nvEfficiencyBehavior;nvLackControl;vTestsAwareness;vLackIntention;vEfficiencyBehavior;vLackControl;testsInnateness;ethnicityReported
27;5;2012;1;1;55;25;0;Emotion;10.1037/a0027236;Sun Y at-Sen University;40.918301;China;56;41;Google Scholar citing W&B;1;1;1;80;;;4.1;;;;;;;;1;78;;;;;;;;25.94;19.71;;14.83;12.56;;;student;0.047;Between;;0.46;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;1;1;1;0;0;0;0;0;0;0;0;0;
28;1;2016;1;1;86;34;0;Journal of Experimental Social Psychology;10.13140/RG.2.1.1534.3128;Woensel, The Netherlands;51.482373;Netherlands;50;3;Google Scholar citing W&B;1;1;1;120;;;;;;1.95;;;;;;118;60;60;;;;;;4.13;4.56;;1.15;1.23;;9;general;0.05;Between;;0.36;;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
28;1;2016;1;4;86;34;0;Journal of Experimental Social Psychology;10.13140/RG.2.1.1534.3128;Woensel, The Netherlands;51.482373;Netherlands;50;3;Google Scholar citing W&B;1;1;1;120;;;;;;1.94;;;;;;118;60;60;;;;;;2.68;3.33;;1.72;1.94;;;general;0.05;Between;;0.35;;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
28;1;2016;1;3;86;34;0;Journal of Experimental Social Psychology;10.13140/RG.2.1.1534.3128;Woensel, The Netherlands;51.482373;Netherlands;50;3;Google Scholar citing W&B;1;1;1;;;;;;;1.54;;;;;;118;60;60;;;;;;;;;;;;;general;0.126;Between;;;;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
28;1;2016;1;2;86;34;0;Journal of Experimental Social Psychology;10.13140/RG.2.1.1534.3128;Woensel, The Netherlands;51.482373;Netherlands;50;3;Google Scholar citing W&B;1;1;1;120;;;;;;2.48;;;;;;110.9;60;60;;;;;;150875;185070.33;;93266.37;720004.76;;;general;0.03;Between;;0.41;;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
28;2;2016;1;2;132;98;0;Journal of Experimental Social Psychology;10.13140/RG.2.1.1534.3128;Tilburg and Bruges;51.560596;;50;3;Google Scholar citing W&B;1;1;1;230;;https://www.dropbox.com/s/j6cojvpuh438feq/28%20attract%20bivariate%20correlations.pdf?dl=0;;;;;0.001;;;;;230;;;;;;;;;;;;;;;general;<.01;Correlation;;;;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Need For Affiliation (Park & Maner, 2009);;0;0;0;1;0;0;0;0;0;0;0;0;
28;2;2016;1;1;132;98;0;Journal of Experimental Social Psychology;10.13140/RG.2.1.1534.3128;Tilburg and Bruges;51.560596;;50;3;Google Scholar citing W&B;1;1;1;230;;https://www.dropbox.com/s/par4z3uf526e7rk/28%20interest%20bivariate%20correlations.pdf?dl=0;;;;;0.03;;;;;230;;;;;;;;;;;;;;;general;<.01;Correlation;;;;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
28;2;2016;1;3;132;98;0;Journal of Experimental Social Psychology;10.13140/RG.2.1.1534.3128;Tilburg and Bruges;51.560596;;50;3;Google Scholar citing W&B;1;1;1;230;;https://www.dropbox.com/s/b66p78lz1z2q7me/28%20WTP%20Bivariate%20Correlations.pdf?dl=0;;;;;0.101;;;;;199;;;;;;;;;;;;;;;general;0.35;Correlation;;;;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
28;3;2016;0;1;141;75;0;Journal of Experimental Social Psychology;10.13140/RG.2.1.1534.3128;Netherlands and Belgium;52.132633;;50;3;Google Scholar citing W&B;1;1;0;216;interaction;;;;;2.2;;;;;;212;;;;;;;;;;;;;;5;general;0.03;Correlation;;;;1;2;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;0;0;0;1;0;0;0;0;0;;0;0;
29;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;;2013;1;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;1;2013;1;1;24;24;0;Journal of Experimental Social Psychology;10.1016/j.jesp.2012.10.002;University of Aberdeen;57.16498;Scotland;50;10;Web of Science;1;1;0;48;interaction;;4.29;;;;;;;;1;44;;;;;;;;;;;;;;5;student;0.04;Between;;;0.09;1;2;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;1;0;0;0;0;0;0;0;0;
32;2;2013;1;2b;;;;Personality and Social Psychology Bulletin;10.1177/0146167212473158;Northern Illinois University;41.933976;USA;51;6;Web of Science;1;1;0;149;interaction;;1.38;;;;;;;;1;70;78;71;;;;;;0.68;0.64;;0.27;0.24;;;student;0.24;Mixed Model;;0.28;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
32;2;2013;1;1b;;;;Personality and Social Psychology Bulletin;10.1177/0146167212473158;Victoria University of Wellington;41.287768;USA;51;6;Web of Science;1;1;0;149;interaction;;3.93;;;;;;;;1;70;78;71;;;;;;0.3;0.23;;0.25;0.2;;;student;0.051;Mixed Model;;;0.05;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
32;2;2013;1;2a;;;;Personality and Social Psychology Bulletin;10.1177/0146167212473158;Northern Illinois University;41.933976;USA;51;6;Web of Science;1;1;0;149;interaction;;3.99;;;;;;;;1;77;78;71;;;;;;0.6;0.66;;0.25;0.23;;;student;0.05;Mixed Model;;;0.05;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
32;2;2013;1;1a;;;;Personality and Social Psychology Bulletin;10.1177/0146167212473158;Victoria University of Wellington;41.287768;USA;51;6;Web of Science;1;1;0;149;interaction;;4.27;;;;;;;;1;77;78;71;;;;;;0.21;0.28;;0.23;0.22;;;student;0.04;Mixed Model;;;0.05;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
33;1;2013;1;3;44;29;0;Social Behavior and Personality;10.2224/sbp.2013.41.10.1605;Deyang City, Sichuan Province;31.126856;China;24;2;Web of Science;1;1;1;37;took hot soup (M = 4.23, SD = 2.61, n = 18) vs pooled estimate of control foods (M = 2.80, SD = 2.31, n = 36);;;;;1.97;;;;;;36;18;19;36;;;;;4.23;;2.8;2.61;;2.31;;special;<.01;Between;;;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;1;0;0;0;0;0;0;0;0;0;
33;1;2013;1;1;44;29;0;Social Behavior and Personality;10.2224/sbp.2013.41.10.1605;Deyang City, Sichuan Province;31.126856;China;24;2;Web of Science;1;1;1;37;;;;;;2.48;;;;;;36;18;19;36;;;;;21.97;23.68;;4.39;1.08;;;special;0.018;Between;;0.81;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;1;0;0;0;0;0;0;0;0;0;
33;1;2013;1;2;44;29;0;Social Behavior and Personality;10.2224/sbp.2013.41.10.1605;Deyang City, Sichuan Province;31.126856;China;24;2;Web of Science;1;1;1;37;;;;;;2.6;;;;;;36;18;19;36;;;;;20.68;24;;3.95;3.65;;;special;0.014;Between;;;;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;1;0;0;0;0;0;0;0;0;0;
34;1a;2015;1;2;117;195;0;Plos One;10.1371/journal.pone.0125194;US Mturk;;USA;161;6;Web of Science;-1;1;1;312;;;;;;;-0.18;;;;;311;;;;;;;;;;;;;;;general;<.01;Correlation;;;;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;1;1;0;0;0;0;0;0;0;0;0;0;
34;1a;2015;1;3;117;195;0;Plos One;10.1371/journal.pone.0125194;US Mturk;;USA;161;6;Web of Science;1;1;1;312;;;;;;;0.061;;;;;311;;;;;;;;;;;;;;;general;0.28;Correlation;;;;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;1;1;0;0;0;0;0;0;0;0;0;0;
34;1a;2015;1;1;117;195;0;Plos One;10.1371/journal.pone.0125194;US Mturk;;USA;161;6;Web of Science;1;1;1;312;;;;;;;0.11;;;;;311;;;;;;;;;;;;;;;general;0.044;Correlation;;;;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;1;1;0;0;0;0;0;0;0;0;0;0;
34;1b;2015;1;3;82;212;0;Plos One;10.1371/journal.pone.0125194;US Mturk;;USA;161;6;Web of Science;1;1;1;294;;;0.003;;;;;;;;1;293;;;;;;;;;;;;;;;general;0.955;Correlation;;;;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;0;1;0;0;0;0;0;0;0;0;0;0;
34;1b;2015;1;2;82;212;0;Plos One;10.1371/journal.pone.0125194;US Mturk;;USA;161;6;Web of Science;1;1;1;294;;;1.72;;;;;;;;1;307;;;;;;;;;;;;;;;general;0.19;Correlation;;;;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;1;1;0;0;0;0;0;0;0;0;0;0;
34;1b;2015;1;1;82;212;0;Plos One;10.1371/journal.pone.0125194;US Mturk;;USA;161;6;Web of Science;1;1;1;294;;;5.65;;;;;;;;1;293;;;;;;;;;;;;;;;general;<.001;Correlation;;;;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;1;1;0;0;0;0;0;0;0;0;0;0;
34;2a;2015;1;1;117;189;0;Plos One;10.1371/journal.pone.0125194;US Mturk;;USA;161;6;Web of Science;1;1;1;306;;;;;;1.84;;;;;;301;152;151;;;;;;71.05;70.25;;3.79;3.72;;;general;0.066;Between;;0.21;;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;1;1;1;0;0;0;0;0;0;0;0;0;
34;2a;2015;1;2;117;189;0;Plos One;10.1371/journal.pone.0125194;US Mturk;;USA;161;6;Web of Science;-1;1;1;306;;;;;;-0.34;;;;;;304;152;151;;;;;;;;;;;;;general;0.74;Between;;;;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;1;1;1;0;0;0;0;0;0;0;0;0;
34;2b;2015;1;1;175;382;0;Plos One;10.1371/journal.pone.0125194;US Mturk;;USA;161;6;Web of Science;1;1;1;557;;;;;;2.03;;;;;;555;273;284;;;;;;70.47;69.82;;3.67;3.82;;;general;0.043;Between;;0.017;;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;1;1;1;0;0;0;0;0;0;0;0;0;
34;2b;2015;1;2;175;382;0;Plos One;10.1371/journal.pone.0125194;US Mturk;;USA;161;6;Web of Science;1;1;1;557;;;;;;0.94;;;;;;555;273;284;;;;;;;;;;;;;general;0.35;Between;;;;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;1;1;1;0;0;0;0;0;0;0;0;0;
34;2c;2015;1;1;220;323;0;Plos One;10.1371/journal.pone.0125194;US Mturk;;USA;161;6;Web of Science;-1;1;1;543;;;;;;-0.89;;;;;;534.79;268;276;;;;;;;;;;;;;general;0.38;Between;;0.08;;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;1;1;1;0;0;0;0;0;0;0;0;0;
34;2c;2015;1;2;220;323;0;Plos One;10.1371/journal.pone.0125194;US Mturk;;USA;161;6;Web of Science;1;1;1;543;;;;;;1.6;;;;;;542;268;276;;;;;;;;;;;;;general;0.11;Between;;;;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;1;1;1;0;0;0;0;0;0;0;0;0;
35;1;;1;1b;;;;;;Baruch College;40.740199;USA;;0;Informal;1;1;0;117;interaction;;3.14;;;;;;;;1;113;;;;;;;;5.79;6.63;;;;;1;student;<.08;Between;;0.33;;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;;;1;0;1;0;0;0;0;0;0;0;0;0;
35;1;;1;1a;;;;;;Baruch College;40.740199;USA;;0;Informal;1;1;0;117;interaction;;4.43;;;;;;;;1;113;;;;;;;;;;;;;;1;student;<.04;Between;;;;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;;;1;0;1;0;0;0;0;0;0;0;0;0;
35;2;;1;1;;;;;;Baruch College;40.740199;USA;;0;Informal;1;1;0;112;;https://www.dropbox.com/s/9zox3dixpoiz5os/35%20bivariate%20Correlations.spv?dl=0;;;;;-0.05;;;;;110;;;;;;;;;;;;;;;student;;Correlation;;;;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
35;2;;1;1;;;;;;Baruch College;40.740199;USA;;0;Informal;1;1;0;112;interaction;;4.46;;;;;;;;1;108;;;;;;;;;;;;;;;student;<.04;Between;;;;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
35;3;;1;1;;;;;;University of Oxford;51.752021;England;;0;Informal;1;1;1;163;;https://www.dropbox.com/s/9zox3dixpoiz5os/35%20bivariate%20Correlations.spv?dl=0;;;;3.16;;;0.02;;;158;;;;;;;;;;;;;;2;general;<.01;Between;;;;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
35;3;;1;2;;;;;;University of Oxford;51.752021;England;;0;Informal;1;1;1;163;;https://www.dropbox.com/s/9zox3dixpoiz5os/35%20bivariate%20Correlations.spv?dl=0;;;;;;;0.24;;;158;;;;;;;;;;;;;;4;general;<.01;Between;;;;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
35;4;;1;1;;;;;;Baruch College;40.740199;USA;;0;Informal;1;1;0;196;interaction;;4.38;;;;;;;;1;191;;;;;;;;;;;;;;;student;<.04;Between;;;;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
35;Pilot;;1;1;;;;;;Mturk;;USA;;0;Informal;1;1;1;97;;;4.64;;;;;;;;1;94;;;;;;;;4.66;4.48;;;;;1;general;<.04;Between;;0.44;;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;;;1;1;1;0;0;0;0;0;0;0;0;0;
36;1;2014;1;5;105;28;0;Plos One;10.1371/journal.pone.0096231;Chemnitz University of Technology ;50.81412;Germany;161;2;Google Scholar citing W&B;1;1;1;133;Low vs high temp;;0.52;;;-0.69991;;;;;1;85.292;44;44;;;;;;2.42;2.24;;1.15;1.26;;4;student;;Between;;;;1;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;0;0;0;0;0;0;0;0;0;0;0;0;
